timestamp,elapsed_s,measured_v,current_mA,resistance,std_dev,stage_commanded,stage_effective,stage_changed
2026-06-19T21:02:27.067,0.159476,0.03003240,4.00000000,,,,,
2026-06-19T21:02:27.068,0.160759,0.02841294,4.00000000,,,,,
2026-06-19T21:02:27.069,0.161718,0.02787312,4.00000000,,,,,
2026-06-19T21:02:27.070,0.162797,0.02453432,4.00000000,,,,,
2026-06-19T21:02:27.071,0.164048,0.02253103,4.00000000,,,,,
2026-06-19T21:02:27.072,0.165069,0.02043009,4.00000000,,,,,
2026-06-19T21:02:27.073,0.165994,0.01897693,4.00000000,,,,,
2026-06-19T21:02:27.074,0.167214,0.01826310,4.00000000,,,,,
2026-06-19T21:02:27.076,0.168670,0.02000440,4.00000000,,,,,
2026-06-19T21:02:27.077,0.170133,0.01964355,4.00000000,,,,,
2026-06-19T21:02:27.078,0.171376,0.01828075,4.00000000,,,,,
2026-06-19T21:02:27.080,0.172520,0.01565075,4.00000000,,,,,
2026-06-19T21:02:27.082,0.173908,0.01228142,4.00000000,,,,,
2026-06-19T21:02:27.083,0.175838,0.00904274,4.00000000,,,,,
2026-06-19T21:02:27.085,0.177404,0.00790620,4.00000000,,,,,
2026-06-19T21:02:27.242,0.334285,0.00721753,4.00000000,,,,,
2026-06-19T21:02:27.243,0.335833,0.00779605,4.00000000,,,,,
2026-06-19T21:02:27.244,0.337234,0.00542986,4.00000000,,,,,
2026-06-19T21:02:27.245,0.338480,0.00293302,4.00000000,,,,,
2026-06-19T21:02:27.247,0.339530,-0.00014544,4.00000000,,,,,
2026-06-19T21:02:27.249,0.341126,-0.00367177,4.00000000,,,,,
2026-06-19T21:02:27.250,0.342938,-0.00651503,4.00000000,,,,,
2026-06-19T21:02:27.251,0.344134,-0.00641358,4.00000000,,,,,
2026-06-19T21:02:27.252,0.345315,-0.00741994,4.00000000,,,,,
2026-06-19T21:02:27.254,0.346660,-0.00784468,4.00000000,,,,,
2026-06-19T21:02:27.255,0.348249,-0.01030051,4.00000000,,,,,
2026-06-19T21:02:27.256,0.349292,-0.01343941,4.00000000,,,,,
2026-06-19T21:02:27.257,0.350242,-0.01611996,4.00000000,,,,,
2026-06-19T21:02:27.258,0.351165,-0.01769269,4.00000000,,,,,
2026-06-19T21:02:27.259,0.352128,-0.01904404,4.00000000,,,,,
2026-06-19T21:02:27.260,0.353128,-0.01836431,4.00000000,,,,,
2026-06-19T21:02:27.261,0.354161,-0.01717437,4.00000000,,,,,
2026-06-19T21:02:27.262,0.355081,-0.01644278,4.00000000,,,,,
2026-06-19T21:02:27.397,0.489660,-0.01565934,4.00000000,,,,,
2026-06-19T21:02:27.398,0.491195,-0.01509726,4.00000000,,,,,
2026-06-19T21:02:27.399,0.492380,-0.01550997,4.00000000,,,,,
