timestamp,elapsed_s,measured_v,current_mA,resistance,std_dev,stage,stage_changed
2026-05-26T15:28:41.695,0.000003,0.01785517,4.00000000,,,0,false
2026-05-26T15:28:41.715,5.312562,0.01785577,4.00000000,,,0,false
2026-05-26T15:28:41.735,5.332551,0.01785616,4.00000000,,,0,false
2026-05-26T15:28:41.755,5.352533,0.01785636,4.00000000,,,0,false
2026-05-26T15:28:41.775,5.372533,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.795,5.392551,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.815,5.412515,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.835,5.432529,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.855,5.452537,0.01785624,4.00000000,,,0,false
2026-05-26T15:28:41.875,5.472503,0.01785624,4.00000000,,,0,false
2026-05-26T15:28:41.895,5.492516,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:41.915,5.512520,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.935,5.532559,0.01785636,4.00000000,,,0,false
2026-05-26T15:28:41.955,5.552527,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.975,5.572501,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:41.995,5.592523,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:42.015,5.612537,0.01785672,4.00000000,,,0,false
2026-05-26T15:28:42.035,5.632526,0.01785672,4.00000000,,,0,false
2026-05-26T15:28:42.055,5.652512,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:42.075,5.672552,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.095,5.692508,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.115,5.712526,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:42.135,5.732512,0.01785636,4.00000000,,,0,false
2026-05-26T15:28:42.155,5.752507,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.175,5.772527,0.01785624,4.00000000,,,0,false
2026-05-26T15:28:42.195,5.792627,0.01785624,4.00000000,,,0,false
2026-05-26T15:28:42.215,5.812488,0.01785636,4.00000000,,,0,false
2026-05-26T15:28:42.235,5.832536,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.255,5.852478,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.275,5.872528,0.01785684,4.00000000,,,0,false
2026-05-26T15:28:42.295,5.892471,0.01785696,4.00000000,,,0,false
2026-05-26T15:28:42.315,5.912494,0.01785696,4.00000000,,,0,false
2026-05-26T15:28:42.335,5.932474,0.01785672,4.00000000,,,0,false
2026-05-26T15:28:42.355,5.952466,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.375,5.972459,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.395,5.992478,0.01785636,4.00000000,,,0,false
2026-05-26T15:28:42.415,6.012454,0.01785613,4.00000000,,,0,false
2026-05-26T15:28:42.435,6.032468,0.01785601,4.00000000,,,0,false
2026-05-26T15:28:42.455,6.052477,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:42.475,6.072511,0.01785648,4.00000000,,,0,false
2026-05-26T15:28:42.495,6.092527,0.01785672,4.00000000,,,0,false
2026-05-26T15:28:42.515,6.112509,0.01785720,4.00000000,,,0,false
2026-05-26T15:28:42.535,6.132500,0.01785767,4.00000000,,,0,false
2026-05-26T15:28:42.555,6.152462,0.01785743,4.00000000,,,0,false
2026-05-26T15:28:42.575,6.172472,0.01785767,4.00000000,,,0,false
2026-05-26T15:28:42.595,6.192485,0.01785732,4.00000000,,,0,false
2026-05-26T15:28:42.615,6.212508,0.01785708,4.00000000,,,0,false
2026-05-26T15:28:42.635,6.232499,0.01785684,4.00000000,,,0,false
2026-05-26T15:28:42.655,6.252483,0.01785684,4.00000000,,,0,false
2026-05-26T15:28:42.675,6.272459,0.01785660,4.00000000,,,0,false
2026-05-26T15:28:42.695,6.292535,0.01785684,4.00000000,,,0,false
2026-05-26T15:28:42.715,6.312479,0.01785672,4.00000000,4.46414646,0.00000042,0,true
